MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DATA,DETALHAMENTO,VALOR_REEMBOLSADO,COD_DOCUMENTO
2,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,MXTQXZ,2022-02-09,"companhia aérea: latam, localizador: mxtqxz. passageiros: ismael mota gomes de almeida (matrícula 169812, comissionado), voo: 3173 - bsb/cgh - 14/02/2022;","1841,23",2174848
2,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,XQJDQP,2022-02-16,"companhia aérea: latam, localizador: xqjdqp. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3057 - bsb/poa - 24/02/2022;","1379,25",2175266
2,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,TUJIHJ,2022-02-16,"companhia aérea: latam, localizador: tujihj. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3055 - cgh/poa - 17/02/2022; lasier costa martins (matrícula 296251, parlamentar), voo: 3180 - bsb/cgh - 17/02/2022;","1722,69",2174850
3,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",66.970.229/0006-71,CLARO NXT TELECOMUNICAÇÕES S.A,2203976922856,2022-03-26,"tv a cabo, telefone fixo e acesso á internet.","336,55",2178441
3,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",08.467.115/0001-00,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,012022432678467371,2022-03-29,energia elétrica.,"597,48",2178444
3,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,75704,2022-03-24,taxa de condomínio escritório de apoio do parlamentar.,"1457,98",2177939
3,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,75704,2022-03-24,locação do imóvel.,"4134,87",2177938
3,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",92.963.560/0001-60,PREFEITURA DE PORTO ALEGRE,75704,2022-03-24,iptu,"365,95",2177940
3,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",00.758.665/0001-69,BIRÔ DE INFORMÁTICA NACIONAL LTDA,13379,2022-03-02,locação de móveis e equipamentos.,2300,2176458
3,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",88.153.119/0003-07,DIGIMER PRODUTOS DE INFORMATICA LTDA,44,2022-03-03,material de escritório.,"83,6",2175913
3,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",27.857.472/0001-11,GH7 DISTRIBUIDORA LTDA-ME,10133,2022-03-07,água mineral.,65,2175914
3,LASIER MARTINS,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",92.755.875/0001-11,GARAGEM LADEIRA - PROMOTORA DE GARAGENS LTDA,2022/120,2022-03-02,locação de garagem.,400,2176460
3,LASIER MARTINS,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",05.402.827/0001-45,MICROTARGET MAKETING E PUBLICIDADE LTDA - EPP,00000000744/A1,2022-03-07,análise e desenvolvimento de sistema.,3000,2175904
3,LASIER MARTINS,divulgação da atividade parlamentar,13.347.016/0001-17,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,42318969,2022-04-02,direcionamento de postagens na internet para o público do rio grande do sul.,"2182,11",2177937
3,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",00.355.670/0001-20,ABASTECEDORA DE COMBUSTÍVEIS MENINO DEUS LTDA,000.000.137,2022-03-02,combustível..,"882,1",2176456
3,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",23.285.134/0001-00,AUTOSUL LOCADORA DE VEÍCULOS EIRELI - EPP,1782,2022-04-07,locação de veículo.,3600,2177956
3,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC - RESTAURANTE-ESCOLA DOS SENADORES,30918,2022-03-09,"refeição,","50,67",2176462
3,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC - RESTAURANTE-ESCOLA DOS SENADORES,30958,2022-03-10,refeição.,"50,67",2176463
3,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,LMRLZK,2022-03-04,"companhia aérea: gol, localizador: lmrlzk. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 1925 - poa/bsb - 14/03/2022;","907,95",2176455
3,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,WZXVSS,2022-02-11,"companhia aérea: latam, localizador: wzxvss. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3087 - bsb/poa - 10/03/2022;","696,23",2176454
3,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,YFBEQT,2022-02-11,"companhia aérea: latam, localizador: yfbeqt. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3231 - poa/bsb - 08/03/2022;","702,95",2175903
3,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,UERZLY,2022-03-04,"companhia aérea: latam, localizador: uerzly. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3087 - bsb/poa - 17/03/2022;","1254,23",2176546
4,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",66.970.229/0006-71,CLARO NXT TELECOMUNICAÇÕES S.A,2204976923025,2022-04-27,"tv a cabo, telefone fixo e acesso á internet.,","341,59",2180367
4,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",08.467.115/0001-00,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,01-202243316668099-12,2022-04-28,energia elétrica.,"316,95",2180371
4,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,75963,2022-04-21,taxa de condomínio escritório de apoio do parlamentar.,"1733,21",2179515
4,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,75963,2022-04-21,locação do imóvel.,"4134,87",2179514
4,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",92.963.560/0001-60,PREFEITURA DE PORTO ALEGRE,75963,2022-04-21,iptu.,"365,95",2179516
4,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",00.758.665/0001-69,BIRÔ DE INFORMÁTICA NACIONAL LTDA,13403,2022-04-04,locação de móveis e equipamentos.,2300,2178446
4,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",93.015.006/0007-09,COMPANHIA ZAFFARI COMÉRCIO E INDÚSTRIA,882311,2022-04-26,material de escritório.,"137,79",2179281
4,LASIER MARTINS,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",92.755.875/0001-11,GARAGEM LADEIRA - PROMOTORA DE GARAGENS LTDA,2022/239,2022-04-06,locação de garagem.,400,2178450
4,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",00.355.670/0001-20,ABASTECEDORA DE COMBUSTÍVEIS MENINO DEUS LTDA,148,2022-04-01,combustível.,"2223,75",2178448
4,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",23.285.134/0001-00,AUTOSUL LOCADORA DE VEÍCULOS EIRELI - EPP,1795,2022-05-03,locação de veículo.,3600,2179388
4,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",01.114.253/0001-59,ELBA ESPIRITO SANTO SARDINHA FERREIRA ME,119634,2022-04-28,refeição,"41,99",2179292
4,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",04.277.081/0003-94,RESTAURANTE DAS MINAS LTDA.,000025199,2022-04-26,refeição.,"47,24",2179282
4,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC - RESTAURANTE-ESCOLA DOS SENADORES,31212,2022-04-05,refeição.,"56,22",2178037
4,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC - RESTAURANTE-ESCOLA DOS SENADORES,26152,2022-04-07,refeição.,"56,22",2178038
4,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC - RESTAURANTE-ESCOLA DOS SENADORES,31422,2022-04-27,refeição.,"56,22",2179284
4,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,IYWBPP,2022-03-10,"companhia aérea: gol, localizador: iywbpp. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 1928 - poa/bsb - 04/04/2022;","674,95",2178035
4,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,SUKZZC,2022-03-25,"companhia aérea: gol, localizador: sukzzc. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 1927 - bsb/poa - 28/04/2022;","1382,23",2179279
4,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,YDUEHE,2022-03-10,"companhia aérea: latam, localizador: yduehe. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3764 - bsb/poa - 08/04/2022;","584,23",2178036
4,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,XVHEMI,2022-03-25,"companhia aérea: latam, localizador: xvhemi. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3765 - poa/bsb - 25/04/2022;","1752,95",2179275
5,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",66.970.229/0006-71,CLARO NXT TELECOMUNICAÇÕES S.A,0006941883,2022-05-26,"tv a cabo, telefone fixo e acesso a internet.","354,69",2182204
5,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",08.467.115/0001-00,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,01-202243366291365-91,2022-05-27,energia elétrica.,"247,29",2182206
5,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,76206,2022-05-21,taxa de condomínio escritório de apoio do parlamentar.,"1743,85",2181644
5,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,76206,2022-05-21,locação do imóvel.,"4134,87",2181643
5,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",92.963.560/0001-60,PREFEITURA DE PORTO ALEGRE,76206,2022-05-21,iptu.,"365,95",2181646
5,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",00.758.665/0001-69,BIRÔ DE INFORMÁTICA NACIONAL LTDA,13419,2022-05-02,locação de móveis e equipamentos.,2300,2180381
5,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",27.857.472/0001-11,GH7 DISTRIBUIDORA LTDA-ME,10500,2022-05-03,água mineral.,81,2179701
5,LASIER MARTINS,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",92.755.875/0001-11,GARAGEM LADEIRA - PROMOTORA DE GARAGENS LTDA,2022/321,2022-05-09,locação de garagem.,400,2180382
5,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",00.355.670/0001-20,ABASTECEDORA DE COMBUSTÍVEIS MENINO DEUS LTDA,000.000.164,2022-05-03,combustível.,"1687,51",2180384
5,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",23.285.134/0001-00,AUTOSUL LOCADORA DE VEÍCULOS EIRELI - EPP,1813,2022-06-02,locação de veículo.,3600,2181666
5,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",15.439.804/0001-69,HOTÉIS OBINO EIRELI,202200000003023,2022-05-06,hospedagem do ismael almeida.,"175,35",2179707
5,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",15.439.804/0001-69,HOTÉIS OBINO EIRELI,202200000003022,2022-05-06,hospedagem do parlamentar.,"208,95",2179705
5,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",15.439.804/0001-69,HOTÉIS OBINO EIRELI,202200000003024,2022-05-06,hospedagem do luiz eduardo rodrigues e rogerio carbonera.,"214,2",2179708
5,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC - RESTAURANTE-ESCOLA DOS SENADORES,26483,2022-05-09,refeição.,"56,22",2180390
5,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC - RESTAURANTE-ESCOLA DOS SENADORES,26656,2022-05-18,refeição.,"56,22",2180394
5,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",09.296.295/0001-60,AZUL LINHAS AÉREAS BRASILEIRAS S/A,RGD7VP,2022-04-29,"companhia aérea: azul, localizador: rgd7vp. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 5437 - poa/bgx - 05/05/2022;","676,74",2179696
5,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,GXDHQV,2022-05-02,"companhia aérea: gol, localizador: gxdhqv. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 1928 - poa/bsb - 08/05/2022;","3149,27",2179699
5,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,DTWVFP,2022-05-13,"companhia aérea: gol, localizador: dtwvfp. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 1927 - bsb/poa - 18/05/2022;","2059,24",2180380
5,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,LUDZRW,2022-05-13,"companhia aérea: gol, localizador: ludzrw. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 1928 - poa/bsb - 30/05/2022;","2225,67",2181640
5,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,XTCGIW,2022-04-05,"companhia aérea: latam, localizador: xtcgiw. passageiros: ismael mota gomes de almeida (matrícula 169812, comissionado), voo: 3764 - bsb/poa - 04/05/2022; ismael mota gomes de almeida (matrícula 169812, comissionado), voo: 3016 - cgh/bsb - 07/05/2022; ismael mota gomes de almeida (matrícula 169812, comissionado), voo: 3153 - poa/cgh - 07/05/2022;","1772,18",2179692
5,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,JFNUSW,2022-04-12,"companhia aérea: latam, localizador: jfnusw. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3764 - bsb/poa - 12/05/2022;","745,23",2180375
5,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,DSSVTI,2022-05-13,"companhia aérea: latam, localizador: dssvti. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3765 - poa/bsb - 17/05/2022;","2065,96",2180379
6,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",66.970.229/0006-71,CLARO NXT TELECOMUNICAÇÕES S.A,2206976923361,2022-06-25,"tv a cabo, telefone fixo e acesso à internet.","354,69",2183850
6,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",08.467.115/0001-00,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,01-2022434320309665-23,2022-06-28,energia elétrica.,"532,38",2183851
6,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,76444,2022-07-05,seguro contra fogo.,"108,37",2183827
6,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,76444,2022-07-05,taxa de condomínio escritório de apoio do parlamentar.,"849,55",2183822
